issn;journal_title;oa_model;apc;year
0891-5849;Free Radical Biology and Medicine;Hybrid;2600;2016
0091-3022;Frontiers in Neuroendocrinology;Hybrid;3000;2016
2095-2635;Frontiers of Architectural Research;Open Access;0;2016
0016-2361;Fuel;Hybrid;3600;2016
0140-6701;Fuel and Energy Abstracts;Hybrid;3000;2016
0378-3820;Fuel Processing Technology;Hybrid;3300;2016
1878-6146;Fungal Biology;Hybrid;1800;2016
1749-4613;Fungal Biology Reviews;Hybrid;3000;2016
1754-5048;Fungal Ecology;Hybrid;3000;2016
1087-1845;Fungal Genetics and Biology;Hybrid;2150;2016
0920-3796;Fusion Engineering and Design;Hybrid;1900;2016
1619-9987;Fuss und Sprunggelenk;Hybrid;1700;2016
2314-7210;Future Business Journal;Open Access;0;2016
2314-7180;Future Dental Journal;Open Access;0;2016
0167-739X;Future Generation Computer Systems;Hybrid;3100;2016
2314-7245;Future Journal of Pharmaceutical sciences;Open Access;0;2016
0016-3287;Futures;Hybrid;1100;2016
1616-8658;Fuzzy Information and Engineering;Open Access;0;2016
0165-0114;Fuzzy Sets and Systems;Hybrid;3100;2016
1665-9201;Gaceta Mexicana de Oncología;Open Access;0;2016
0213-9111;Gaceta Sanitaria;Open Access;3000;2016
0966-6362;Gait and Posture;Hybrid;3300;2016
0899-8256;Games and Economic Behavior;Hybrid;1100;2016
0210-5705;Gastroenterologia y Hepatologia;Hybrid;2000;2016
2444-3824;Gastroenterología y Hepatología (English Edition);Hybrid;2000;2016
0016-5085;Gastroenterology;Hybrid;3000;2016
0889-8553;Gastroenterology Clinics of North America;Hybrid;3000;2016
0016-5107;Gastrointestinal Endoscopy;Hybrid;3000;2016
1052-5157;Gastrointestinal Endoscopy Clinics of North America;Hybrid;3300;2016
2341-4545;GE Portuguese Journal of Gastroenterology;Open Access;0;2016
0378-1119;Gene;Hybrid;3300;2016
1567-133X;Gene Expression Patterns;Hybrid;1800;2016
2452-0144;Gene Reports;Hybrid;3000;2016
0016-6480;General and Comparative Endocrinology;Hybrid;3000;2016
0163-8343;General Hospital Psychiatry;Hybrid;3000;2016
2352-3042;Genes and Diseases;Open Access;0;2016
0888-7543;Genomics;Hybrid;2150;2016
2213-5960;Genomics Data;Open Access;500;2016
1672-0229;Genomics, Proteomics and Bioinformatics;Open Access;0;2016
0016-6995;Geobios;Hybrid;3000;2016
0016-7037;Geochimica et Cosmochimica Acta;Hybrid;2800;2016
0016-7061;Geoderma;Hybrid;3000;2016
2352-0094;Geoderma Regional;Hybrid;2500;2016
1674-9847;Geodesy and Geodynamics;Open Access;0;2016
0016-7185;Geoforum;Hybrid;1800;2016
2352-3808;Geomechanics for Energy and the Environment;Hybrid;2500;2016
0169-555X;Geomorphology;Hybrid;3300;2016
2214-2428;GeoResJ;Hybrid;2200;2016
1674-9871;Geoscience Frontiers;Open Access;0;2016
0266-1144;Geotextiles and Geomembranes;Hybrid;2500;2016
0375-6505;Geothermics;Hybrid;2650;2016
0197-4572;Geriatric Nursing;Hybrid;2000;2016
1121-4171;Giornale Italiano di Endodonzia;Open Access;3000;2016
0921-8181;Global and Planetary Change;Hybrid;2850;2016
2351-9894;Global Ecology and Conservation;Open Access;1500;2016
2340-1540;Global Economics and Management Review;Hybrid;3000;2016
0959-3780;Global Environmental Change;Hybrid;3500;2016
1044-0283;Global Finance Journal;Hybrid;1100;2016
2211-9124;Global Food Security;Hybrid;2500;2016
2211-8160;Global Heart;Hybrid;3300;2016
1342-937X;Gondwana Research;Hybrid;3300;2016
0740-624X;Government Information Quarterly;Hybrid;1100;2016
1524-0703;Graphical Models;Hybrid;2400;2016
2352-801X;Groundwater for Sustainable Development;Hybrid;1500;2016
1096-6374;Growth Hormone and IGF Research;Hybrid;2500;2016
0090-8258;Gynecologic Oncology;Hybrid;2600;2016
2352-5789;Gynecologic Oncology Reports;Open Access;500;2016
1297-9589;Gynécologie Obstétrique et Fertilité;Hybrid;3000;2016
2213-3070;Gynecology and Minimally Invasive Therapy;Open Access;3000;2016
0197-3975;Habitat International;Hybrid;1100;2016
0749-0712;Hand Clinics;Hybrid;3000;2016
2468-1229;Hand Surgery and Rehabilitation;Hybrid;3000;2016
1568-9883;Harmful Algae;Hybrid;3300;2016
1978-3019;HAYATI Journal of Biosciences;Open Access;0;2016
1687-4048;HBRC Journal;Open Access;65;2016
1353-8292;Health and Place;Hybrid;2150;2016
0168-8510;Health policy;Hybrid;3000;2016
2211-8837;Health Policy and Technology;Hybrid;3000;2016
2452-3011;Health Professions Education;Open Access;0;2016
1025-9848;Health SA Gesondheid;Open Access;0;2016
2213-0764;Healthcare;Hybrid;3000;2016
0378-5955;Hearing Research;Hybrid;2150;2016
0147-9563;Heart and Lung  - The Journal of Acute and Critical Care;Hybrid;2500;2016
1551-7136;Heart Failure Clinics;Hybrid;3000;2016
1547-5271;Heart Rhythm;Hybrid;3300;2016
1443-9506;Heart, Lung and Circulation;Hybrid;2500;2016
2214-0271;HeartRhythm Case Reports;Open Access;750;2016
2405-8440;Heliyon;Open Access;1250;2016
1658-3876;Hematology/Oncology and Stem Cell Therapy;Open Access;0;2016
0889-8588;Hematology/Oncology Clinics of North America;Hybrid;3000;2016
1499-3872;Hepatobiliary and Pancreatic Diseases International;Hybrid;3000;2016
1574-1818;High Energy Density Physics;Hybrid;2200;2016
1889-1837;Hipertension y riesgo vascular;Hybrid;3000;2016
0315-0860;Historia Mathematica;Hybrid;1300;2016
1730-1270;HIV and AIDS Review;Hybrid;3000;2016
1475-4916;Homeopathy;Hybrid;2500;2016
0018-442X;HOMO - Journal of Comparative Human Biology;Hybrid;1800;2016
1561-5413;Hong Kong Journal of Nephrology;Open Access;3000;2016
1569-1861;Hong Kong Journal of Occupational Therapy;Open Access;3000;2016
1013-7025;Hong Kong Physiotherapy Journal;Open Access;3000;2016
0018-506X;Hormones and Behavior;Hybrid;2600;2016
2211-5943;Hospital Medicine Clinics;Hybrid;3000;2016
1365-182X;HPB;Hybrid;3000;2016
0198-8859;Human Immunology;Hybrid;2150;2016
0167-9457;Human Movement Science;Hybrid;1800;2016
0046-8177;Human Pathology;Hybrid;3300;2016
2214-3300;Human Pathology: Case Reports;Open Access;1000;2016
1053-4822;Human Resource Management Review;Hybrid;1800;2016
0304-386X;Hydrometallurgy;Hybrid;3300;2016
0386-1112;IATSS Research;Open Access;0;2016
2451-8301;IBRO Reports;Open Access;1500;2016
0019-1035;Icarus;Hybrid;2750;2016
2405-9595;ICT Express;Open Access;0;2016
2214-2509;IDCases;Open Access;500;2016
2405-8963;IFAC PapersOnLine;Hybrid;0;2016
0970-3896;IIMB Management Review;Open Access;0;2016
2352-9067;IJC Heart and Vasculature;Open Access;2200;2016
2214-7624;IJC Metabolic and Endocrine;Open Access;2200;2016
0262-8856;Image and Vision Computing;Hybrid;3100;2016
2171-3669;Imagen Diagnóstica;Hybrid;3000;2016
1776-9817;Imagerie de la Femme;Hybrid;3000;2016
1074-7613;Immunity;Hybrid;5000;2016
0171-2985;Immunobiology;Hybrid;2050;2016
0889-8561;Immunology and Allergy Clinics of North America;Hybrid;3000;2016
0165-2478;Immunology Letters;Hybrid;2500;2016
0019-3577;Indagationes Mathematicae;Hybrid;1300;2016
0019-4832;Indian Heart Journal;Open Access;3000;2016
0976-2884;Indian Journal of Medical Specialities;Hybrid;3000;2016
2212-0017;Indian Journal of Transplantation;Hybrid;3000;2016
0972-6292;Indian Pacing and Electrophysiology Journal;Open Access;0;2016
0926-6690;Industrial Crops and Products;Hybrid;3000;2016
0019-8501;Industrial Marketing Management;Hybrid;1100;2016
0163-6383;Infant Behavior and Development;Hybrid;1800;2016
0123-9392;INFECTIO;Open Access;0;2016
2468-0451;Infection, Disease and Health;Hybrid;1700;2016
1567-1348;Infection, Genetics and Evolution;Hybrid;2600;2016
0891-5520;Infectious Disease Clinics of North America;Hybrid;3000;2016
2352-9148;Informatics in Medicine Unlocked;Open Access;987,5;2016
0890-5401;Information and Computation;Hybrid;1500;2016
0378-7206;Information and Management;Hybrid;1800;2016
1471-7727;Information and Organization;Hybrid;1800;2016
0950-5849;Information and Software Technology;Hybrid;2400;2016
0167-6245;Information Economics and Policy;Hybrid;1100;2016
1566-2535;Information Fusion;Hybrid;3100;2016
0306-4573;Information Processing and Management;Hybrid;1800;2016
2214-3173;Information Processing in Agriculture;Open Access;0;2016
0020-0190;Information Processing Letters;Hybrid;1500;2016
0020-0255;Information Sciences;Hybrid;3300;2016
0306-4379;Information Systems;Hybrid;3100;2016
1350-4495;Infrared Physics and Technology;Hybrid;2200;2016
1405-7743;Ingeniería, Investigación y Tecnología;Open Access;0;2016
0020-1383;Injury;Hybrid;2500;2016
1466-8564;Innovative Food Science and Emerging Technologies;Hybrid;3000;2016
1387-7003;Inorganic Chemistry Communications;Hybrid;2600;2016
0020-1693;Inorganica Chimica Acta;Hybrid;3050;2016
0965-1748;Insect Biochemistry and Molecular Biology;Hybrid;2600;2016
0167-6687;Insurance Mathematics and Economics;Hybrid;1100;2016
0167-9260;Integration, the VLSI Journal;Hybrid;2400;2016
2213-4220;Integrative Medicine Research;Open Access;0;2016
1822-8011;Intellectual Economics;Open Access;0;2016
0160-2896;Intelligence;Hybrid;2150;2016
0964-3397;Intensive and Critical Care Nursing;Hybrid;2500;2016
0242-3960;Interbloc;Hybrid;3000;2016
2214-7519;Interdisciplinary Neurosurgery: Advanced Techniques and Case Management;Open Access;850;2016
0966-9795;Intermetallics;Hybrid;1000;2016
0964-8305;International Biodeterioration and Biodegradation;Hybrid;2500;2016
0969-5931;International Business Review;Hybrid;1800;2016
0735-1933;International Communications in Heat and Mass Transfer;Hybrid;2000;2016
2351-6674;International Comparative Jurisprudence;Open Access;0;2016
0958-6946;International Dairy Journal;Hybrid;3000;2016
2110-7017;International Economics;Hybrid;3000;2016
1755-599X;International Emergency Nursing;Hybrid;2500;2016
1567-5769;International Immunopharmacology;Hybrid;3300;2016
0020-7519;International Journal for Parasitology;Hybrid;2200;2016
2211-3207;International Journal for Parasitology: Drugs and Drug Resistance;Open Access;1750;2016
2213-2244;International Journal for Parasitology: Parasites and Wildlife;Open Access;1750;2016
0020-7063;International Journal of Accounting;Hybrid;1800;2016
1467-0895;International Journal of Accounting Information Systems;Hybrid;1100;2016
0143-7496;International Journal of Adhesion and Adhesives;Hybrid;3300;2016
2214-1391;International Journal of Africa Nursing Sciences;Open Access;1200;2016
0924-8579;International Journal of Antimicrobial Agents;Hybrid;3000;2016
0303-2434;International Journal of Applied Earth Observations and Geoinformation;Hybrid;3000;2016
0888-613X;International Journal of Approximate Reasoning;Hybrid;2400;2016
1357-2725;International Journal of Biochemistry and Cell Biology;Hybrid;3550;2016
0141-8130;International Journal of Biological Macromolecules;Hybrid;3000;2016
0167-5273;International Journal of Cardiology;Hybrid;3300;2016
2212-8689;International Journal of Child-Computer Interaction;Hybrid;3000;2016
1697-2600;International Journal of Clinical and Health Psychology;Open Access;0;2016
0166-5162;International Journal of Coal Geology;Hybrid;2500;2016
1874-5482;International Journal of Critical Infrastructure Protection;Hybrid;2400;2016
0736-5748;International Journal of Developmental Neuroscience;Hybrid;2400;2016
2212-4209;International Journal of Disaster Risk Reduction;Hybrid;1000;2016
0955-3959;International Journal of Drug Policy;Hybrid;2500;2016
0738-0593;International Journal of Educational Development;Hybrid;1100;2016
0883-0355;International Journal of Educational Research;Hybrid;1100;2016
0142-0615;International Journal of Electrical Power and Energy Systems;Hybrid;3300;2016
2405-5352;International Journal of e-Navigation and Maritime Economy;Open Access;0;2016
0020-7225;International Journal of Engineering Science;Hybrid;2500;2016
2213-6320;International Journal of Epilepsy;Hybrid;3000;2016
0142-1123;International Journal of Fatigue;Hybrid;3300;2016
0168-1605;International Journal of Food Microbiology;Hybrid;3550;2016
0169-2070;International Journal of Forecasting;Hybrid;1200;2016
1878-450X;International Journal of Gastronomy and Food Science;Open Access;0;2016
1873-9598;International Journal of Gerontology;Open Access;3000;2016
1750-5836;International Journal of Greenhouse Gas Control;Hybrid;3600;2016
0020-7292;International Journal of Gynecology and Obstetrics;Hybrid;2500;2016
0142-727X;International Journal of Heat and Fluid Flow;Hybrid;2500;2016
0017-9310;International Journal of Heat and Mass Transfer;Hybrid;3300;2016
0278-4319;International Journal of Hospitality Management;Hybrid;1100;2016
1071-5819;International Journal of Human - Computer Studies;Hybrid;3100;2016
0360-3199;International Journal of Hydrogen Energy;Hybrid;2750;2016
1438-4639;International Journal of Hygiene and Environmental Health;Hybrid;2500;2016
0734-743X;International Journal of Impact Engineering;Hybrid;3300;2016
0169-8141;International Journal of Industrial Ergonomics;Hybrid;3100;2016
0167-7187;International Journal of Industrial Organization;Hybrid;1800;2016
1201-9712;International Journal of Infectious Diseases;Open Access;1750;2016
0268-4012;International Journal of Information Management;Hybrid;1100;2016
0147-1767;International Journal of Intercultural Relations;Hybrid;1800;2016
0160-2527;International Journal of Law and Psychiatry;Hybrid;1800;2016
1756-0616;International Journal of Law, Crime and Justice;Hybrid;750;2016
0890-6955;International Journal of Machine Tools and Manufacture;Hybrid;3300;2016
2214-1669;International Journal of Marine Energy;Hybrid;3000;2016
1387-3806;International Journal of Mass Spectrometry;Hybrid;3050;2016
0020-7403;International Journal of Mechanical Sciences;Hybrid;3300;2016
1386-5056;International Journal of Medical Informatics;Hybrid;3000;2016
1438-4221;International Journal of Medical Microbiology;Hybrid;3000;2016
0301-7516;International Journal of Mineral Processing;Hybrid;2500;2016
2095-2686;International Journal of Mining Science and Technology;Hybrid;3000;2016
0301-9322;International Journal of Multiphase Flow;Hybrid;2500;2016
2212-5531;International Journal of Mycobacteriology;Open Access;0;2016
0020-7462;International Journal of Non-Linear Mechanics;Hybrid;2200;2016
2352-0132;International Journal of Nursing Sciences;Open Access;0;2016
0020-7489;International Journal of Nursing Studies;Hybrid;2750;2016
0959-289X;International Journal of Obstetric Anesthesia;Hybrid;2500;2016
0901-5027;International Journal of Oral and Maxillofacial Surgery;Hybrid;3300;2016
1878-1241;International Journal of Orthopaedic and Trauma Nursing;Hybrid;1700;2016
1746-0689;International Journal of Osteopathic Medicine;Hybrid;1700;2016
1879-9817;International Journal of Paleopathology;Hybrid;1100;2016
0165-5876;International Journal of Pediatric Otorhinolaryngology;Hybrid;2500;2016
1871-4048;International Journal of Pediatric Otorhinolaryngology Extra;Hybrid;2500;2016
2352-6467;International Journal of Pediatrics and Adolescent Medicine;Open Access;0;2016
0378-5173;International Journal of Pharmaceutics;Hybrid;3500;2016
0749-6419;International Journal of Plasticity;Hybrid;3300;2016
0308-0161;International Journal of Pressure Vessels and Piping;Hybrid;3300;2016
0925-5273;International Journal of Production Economics;Hybrid;1800;2016
0263-7863;International Journal of Project Management;Hybrid;2000;2016
0167-8760;International Journal of Psychophysiology;Hybrid;2200;2016
0360-3016;International Journal of Radiation Oncology, Biology, Physics;Hybrid;2500;2016
0263-4368;International Journal of Refractory Metals and Hard Materials;Hybrid;2500;2016
0140-7007;International Journal of Refrigeration;Hybrid;2500;2016
0167-8116;International Journal of Research in Marketing;Hybrid;1800;2016
1365-1609;International Journal of Rock Mechanics and Mining Sciences;Hybrid;2500;2016
1001-6279;International Journal of Sediment Research;Hybrid;3000;2016
0020-7683;International Journal of Solids and Structures;Hybrid;3300;2016
1743-9191;International Journal of Surgery;Hybrid;3000;2016
2210-2612;International Journal of Surgery Case Reports;Open Access;500;2016
2405-8572;International Journal of Surgery Open;Open Access;1700;2016
2212-6090;International Journal of Sustainable Built Environment;Open Access;0;2016
2405-8181;International Journal of the Cardiovascular Academy;Open Access;0;2016
1290-0729;International Journal of Thermal Sciences;Hybrid;3300;2016
2314-4599;International Journal of Veterinary Science and Medicine;Open Access;0;2016
2352-6475;International Journal of Women's Dermatology;Open Access;2000;2016
2171-9748;International Medical Review on Down Syndrome;Hybrid;3000;2016
1761-7227;International Orthodontics;Hybrid;3000;2016
1059-0560;International Review of Economics and Finance;Hybrid;1100;2016
1477-3880;International Review of Economics Education;Hybrid;1100;2016
1057-5219;International Review of Financial Analysis;Hybrid;1100;2016
0144-8188;International Review of Law and Economics;Hybrid;1800;2016
2095-6339;International Soil and Water Conservation Research;Open Access;0;2016
2214-7829;Internet Interventions;Open Access;1950;2016
2211-7458;Interventional Cardiology Clinics;Hybrid;3000;2016
0185-1667;Investigación Económica;Open Access;0;2016
2007-5057;Investigación en educación médica;Open Access;0;2016
1698-6989;Investigaciones de Historia Económica - Economic History Research;Hybrid;3000;2016
0188-4611;Investigaciones Geográficas, Boletín del Instituto de Geografía;Open Access;0;2016
1959-0318;IRBM;Hybrid;3000;2016
1959-7568;IRBM News;Hybrid;3000;2016
0019-0578;ISA Transactions;Hybrid;3300;2016
0924-2716;ISPRS Journal of Photogrammetry and Remote Sensing;Hybrid;2500;2016
2352-5126;JAAD Case Reports;Open Access;550;2016
1936-878X;JACC: Cardiovascular Imaging;Hybrid;3000;2016
1936-8798;JACC: Cardiovascular Interventions;Hybrid;3000;2016
2405-500X;JACC: Clinical Electrophysiology;Hybrid;3000;2016
2213-1779;JACC: Heart Failure;Hybrid;3000;2016
0922-1425;Japan and The World Economy;Hybrid;1100;2016
1882-7616;Japanese Dental Science Review;Open Access;0;2016
2214-1677;JCRS Online Case Reports;Hybrid;3000;2016
1297-319X;Joint Bone Spine;Hybrid;3000;2016
0021-7557;Jornal de Pediatria;Open Access;0;2016
2255-5536;Jornal de Pediatria (Versão em Português);Open Access;0;2016
1878-786X;Journal de Chirurgie Viscérale;Hybrid;3000;2016
0368-2315;Journal de Gynécologie Obstétrique et Biologie de la Reproduction;Hybrid;3000;2016
0021-7824;Journal de mathématiques pures et appliquées;Hybrid;1500;2016
1156-5233;Journal de Mycologie Médicale;Hybrid;3000;2016
0987-7983;Journal de pédiatrie et de puériculture;Hybrid;3000;2016
2211-5706;Journal de Radiologie diagnostique et interventionnelle;Hybrid;3000;2016
0242-648X;Journal de réadaptation médicale;Hybrid;3000;2016
1155-1704;Journal de Thérapie Comportementale et Cognitive;Hybrid;3000;2016
0762-915X;Journal de Traumatologie du Sport;Hybrid;3000;2016
2210-6545;Journal des Anti-infectieux;Hybrid;3000;2016
0398-0499;Journal des Maladies Vasculaires;Hybrid;3000;2016
2211-4238;Journal Européen des Urgences et de Réanimation;Hybrid;3000;2016
1617-1381;Journal for Nature Conservation;Hybrid;1500;2016
0181-5512;Journal Français d'Ophtalmologie;Hybrid;3000;2016
1091-8531;Journal of AAPOS;Hybrid;3000;2016
0165-4101;Journal of Accounting and Economics;Hybrid;1800;2016
0278-4254;Journal of Accounting and Public Policy;Hybrid;1800;2016
0748-5751;Journal of Accounting Education;Hybrid;1800;2016
0737-4607;Journal of Accounting Literature;Hybrid;3000;2016
2005-2901;Journal of Acupuncture and Meridian Studies;Open Access;0;2016
2221-6189;Journal of Acute Disease;Open Access;0;2016
2211-5587;Journal of Acute Medicine;Open Access;3000;2016
0140-1971;Journal of Adolescence;Hybrid;2000;2016
1054-139X;Journal of Adolescent Health;Hybrid;3000;2016
2090-1232;Journal of Advanced Research;Open Access;0;2016
0021-8502;Journal of Aerosol Science;Hybrid;3300;2016
0165-0327;Journal of Affective Disorders;Hybrid;3000;2016
1464-343X;Journal of African Earth Sciences;Hybrid;2500;2016
2214-8515;Journal of African Trade;Hybrid;0;2016
0890-4065;Journal of Aging Studies;Hybrid;1800;2016
0969-6997;Journal of Air Transport Management;Hybrid;1100;2016
0021-8693;Journal of Algebra;Hybrid;1500;2016
0925-8388;Journal of Alloys and Compounds;Hybrid;3000;2016
0165-2370;Journal of Analytical and Applied Pyrolysis;Hybrid;2600;2016
0278-4165;Journal of Anthropological Archaeology;Hybrid;1800;2016
0887-6185;Journal of Anxiety Disorders;Hybrid;1800;2016
1214-021X;Journal of Applied Biomedicine;Hybrid;3000;2016
0193-3973;Journal of Applied Developmental Psychology;Hybrid;1800;2016
0926-9851;Journal of Applied Geophysics;Hybrid;1500;2016
1570-8683;Journal of Applied Logic;Hybrid;1500;2016
0021-8928;Journal of Applied Mathematics and Mechanics;Hybrid;3000;2016
1665-6423;Journal of Applied Research and Technology;Open Access;0;2016
2211-3681;Journal of Applied Research in Memory and Cognition;Hybrid;1800;2016
2214-7861;Journal of Applied Research on Medicinal and Aromatic Plants;Hybrid;1500;2016
0021-9045;Journal of Approximation Theory;Hybrid;1500;2016
0305-4403;Journal of Archaeological Science;Hybrid;2150;2016
2352-409X;Journal of Archaeological Science: Reports;Hybrid;1100;2016
0140-1963;Journal of Arid Environments;Hybrid;2500;2016
1880-4276;Journal of Arrhythmia;Open Access;0;2016
2214-9635;Journal of Arthroscopy and Joint Surgery;Hybrid;3000;2016
2187-0764;Journal of Asian Ceramic Societies;Open Access;0;2016
1367-9120;Journal of Asian Earth Sciences;Hybrid;2500;2016
1049-0078;Journal of Asian Economics;Hybrid;1100;2016
2287-884X;Journal of Asia-Pacific Biodiversity;Open Access;0;2016
1226-8615;Journal of Asia-Pacific Entomology;Hybrid;3000;2016
1364-6826;Journal of Atmospheric and Solar-Terrestrial Physics;Hybrid;2500;2016
0896-8411;Journal of Autoimmunity;Hybrid;3550;2016
0378-4266;Journal of Banking and Finance;Hybrid;1800;2016
0005-7916;Journal of Behavior Therapy and Experimental Psychiatry;Hybrid;1800;2016
2214-8043;Journal of Behavioral and Experimental Economics;Hybrid;1800;2016
2214-6350;Journal of Behavioral and Experimental Finance;Hybrid;1100;2016
0021-9290;Journal of Biomechanics;Hybrid;3300;2016
1532-0464;Journal of Biomedical Informatics;Hybrid;2600;2016
1672-6529;Journal of Bionic Engineering;Hybrid;3000;2016
1389-1723;Journal of Bioscience and Bioengineering;Hybrid;3000;2016
0168-1656;Journal of Biotechnology;Hybrid;2150;2016
1360-8592;Journal of Bodywork and Movement Therapies;Hybrid;2500;2016
2212-1374;Journal of Bone Oncology;Open Access;2000;2016
2352-7102;Journal of Building Engineering;Hybrid;2500;2016
0148-2963;Journal of Business Research;Hybrid;1800;2016
0883-9026;Journal of Business Venturing;Hybrid;1800;2016
2352-6734;Journal of Business Venturing Insights;Hybrid;1100;2016
2213-5383;Journal of Cancer Policy;Hybrid;1600;2016
2311-3006;Journal of Cancer Research and Practice;Open Access;0;2016
1071-9164;Journal of Cardiac Failure;Hybrid;2500;2016
0914-5087;Journal of Cardiology;Hybrid;3000;2016
1878-5409;Journal of Cardiology Cases;Hybrid;3000;2016
1053-0770;Journal of Cardiothoracic and Vascular Anesthesia;Hybrid;1700;2016
1934-5925;Journal of Cardiovascular Computed Tomography;Hybrid;2750;2016
0021-9517;Journal of Catalysis;Hybrid;3600;2016
0886-3350;Journal of Cataract and Refractive Surgery;Hybrid;3000;2016
2352-1775;Journal of Cellular Immunotherapy;Open Access;0;2016
0733-5210;Journal of Cereal Science;Hybrid;3300;2016
1871-5532;Journal of Chemical Health and Safety;Hybrid;2650;2016
0891-0618;Journal of Chemical Neuroanatomy;Hybrid;2200;2016
1556-3499;Journal of Chiropractic Humanities;Hybrid;3000;2016
1556-3707;Journal of Chiropractic Medicine;Hybrid;3300;2016
1755-5345;Journal of Choice Modelling;Hybrid;1800;2016
0021-9673;Journal of Chromatography A;Hybrid;3600;2016
1570-0232;Journal of Chromatography B;Hybrid;3050;2016
0959-6526;Journal of Cleaner Production;Hybrid;3800;2016
0973-6883;Journal of Clinical and Experimental Hepatology;Hybrid;3000;2016
2214-6237;Journal of Clinical and Translational Endocrinology;Open Access;960;2016
2214-6245;Journal of Clinical and Translational Endocrinology: Case Reports;Open Access;750;2016
0952-8180;Journal of Clinical Anesthesia;Hybrid;2500;2016
1094-6950;Journal of Clinical Densitometry;Hybrid;3300;2016
0895-4356;Journal of Clinical Epidemiology;Hybrid;3000;2016
2210-8335;Journal of Clinical Gerontology and Geriatrics;Open Access;0;2016
1933-2874;Journal of Clinical Lipidology;Hybrid;2750;2016
0967-5868;Journal of Clinical Neuroscience;Hybrid;2500;2016
0976-5662;Journal of Clinical Orthopaedics and Trauma;Hybrid;3000;2016
2405-5794;Journal of Clinical Tuberculosis and Other Mycobacterial Diseases;Open Access;2000;2016
1386-6532;Journal of Clinical Virology;Hybrid;3000;2016
2212-9820;Journal of CO2 Utilization;Hybrid;3000;2016
0021-9797;Journal of Colloid And Interface Science;Hybrid;3100;2016
2237-9363;Journal of Coloproctology;Open Access;3000;2016
0097-3165;Journal of Combinatorial Theory, Series A;Hybrid;1500;2016
0095-8956;Journal of Combinatorial Theory, Series B;Hybrid;1500;2016
2405-8513;Journal of Commodity Markets;Hybrid;1352;2016
0021-9924;Journal of Communication Disorders;Hybrid;1100;2016
0147-5967;Journal of Comparative Economics;Hybrid;3000;2016
0021-9975;Journal of Comparative Pathology;Hybrid;3000;2016
0885-064X;Journal of Complexity;Hybrid;2400;2016
0377-0427;Journal of Computational and Applied Mathematics;Hybrid;2000;2016
2288-4300;Journal of Computational Design and Engineering;Open Access;0;2016
0021-9991;Journal of Computational Physics;Hybrid;2600;2016
1877-7503;Journal of Computational Science;Hybrid;2400;2016
0022-0000;Journal of Computer and System Sciences;Hybrid;2400;2016
0143-974X;Journal of Constructional Steel Research;Hybrid;2500;2016
1057-7408;Journal of Consumer Psychology;Hybrid;1800;2016
0169-7722;Journal of Contaminant Hydrology;Hybrid;2500;2016
1815-5669;Journal of Contemporary Accounting and Economics;Hybrid;1100;2016
2212-1447;Journal of Contextual Behavioral Science;Hybrid;2000;2016
0168-3659;Journal of Controlled Release;Hybrid;3500;2016
2213-297X;Journal of Co-operative Organization and Management;Hybrid;1100;2016
0929-1199;Journal of Corporate Finance;Hybrid;1100;2016
1010-5182;Journal of Cranio-Maxillo-Facial Surgery;Hybrid;3300;2016
0047-2352;Journal of Criminal Justice;Hybrid;1800;2016
0883-9441;Journal of Critical Care;Hybrid;3000;2016
0022-0248;Journal of Crystal Growth;Hybrid;2600;2016
1296-2074;Journal of Cultural Heritage;Hybrid;1800;2016
2452-2325;Journal of Current Ophthalmology;Open Access;0;2016
1569-1993;Journal of Cystic Fibrosis;Hybrid;3000;2016
0022-0302;Journal of Dairy Science;Hybrid;3500;2016
1991-7902;Journal of Dental Sciences;Open Access;3000;2016
0300-5712;Journal of Dentistry;Hybrid;2000;2016
0923-1811;Journal of Dermatological Science;Hybrid;2750;2016
2352-2410;Journal of Dermatology and Dermatologic Surgery;Open Access;0;2016
2212-571X;Journal of Destination Marketing and Management;Hybrid;1100;2016
0304-3878;Journal of Development Economics;Hybrid;2150;2016
1056-8727;Journal of Diabetes and Its Complications;Hybrid;3000;2016
0022-0396;Journal of Differential Equations;Hybrid;1500;2016
1570-8667;Journal of Discrete Algorithms;Hybrid;2400;2016
1773-2247;Journal of Drug Delivery Science and Technology;Hybrid;3000;2016
0304-4076;Journal of Econometrics;Hybrid;1800;2016
0167-2681;Journal of Economic Behavior and Organization;Hybrid;2150;2016
0165-1889;Journal of Economic Dynamics and Control;Hybrid;1800;2016
0167-4870;Journal of Economic Psychology;Hybrid;1800;2016
0022-0531;Journal of Economic Theory;Hybrid;1800;2016
0148-6195;Journal of Economics and Business;Hybrid;1800;2016
2077-1886;Journal of Economics, Finance and Administrative Science;Open Access;0;2016
2314-7172;Journal of Electrical Systems and Information Technology;Open Access;0;2016
1572-6657;Journal of Electroanalytical Chemistry;Hybrid;2600;2016
0022-0736;Journal of Electrocardiology;Hybrid;2500;2016
1050-6411;Journal of Electromyography and Kinesiology;Hybrid;3000;2016
0368-2048;Journal of Electron Spectroscopy and Related Phenomena;Hybrid;2200;2016
0304-3886;Journal of Electrostatics;Hybrid;2400;2016
0736-4679;Journal of Emergency Medicine;Hybrid;2500;2016
0099-1767;Journal of Emergency Nursing;Hybrid;2500;2016
0927-5398;Journal of Empirical Finance;Hybrid;1100;2016
0099-2399;Journal of Endodontics;Hybrid;3000;2016
