issn;journal_title;oa_mode;apc;year;;;
1466-1799;British Poultry Science;Hybrid;2950;2013;;;
1749-8341;BSHM Bulletin: Journal of the British Society for the History of Mathematics;Hybrid;2950;2013;;;
1466-4321;Building Research & Information;Hybrid;2950;2013;;;
1472-7234;Bulletin of Indonesian Economic Studies;Hybrid;2950;2013;;;
1478-3428;Bulletin of Spanish Studies;Hybrid;2950;2013;;;
1743-7938;Business History;Hybrid;2950;2013;;;
1469-3577;Cambridge Journal of Education;Hybrid;2950;2013;;;
1474-449X;Cambridge Review of International Affairs;Hybrid;2950;2013;;;
2157-0817;Canadian Foreign Policy Journal;Hybrid;2950;2013;;;
1923-3051;Canadian Journal of African Studies/ La Revue canadienne des études africaines;Hybrid;2950;2013;;;
2158-9100;Canadian Journal of Development Studies / Revue canadienne d'études du développement;Hybrid;2950;2013;;;
1911-0820;Canadian Journal of Philosophy;Hybrid;2950;2013;;;
1715-2992;Canadian Journal of Plant Pathology;Hybrid;2950;2013;;;
1942-4051;Canadian Journal of Science, Mathematics and Technology Education;Hybrid;2950;2013;;;
1548-3290;Capitalism Nature Socialism;Hybrid;2950;2013;;;
1545-0465;Cartography and Geographic Information Science;Hybrid;2950;2013;;;
2165-5391;Caryologia: International Journal of Cytology, Cytosystematics and Cytogenetics;Hybrid;2950;2013;;;
1544-4554;Cataloging & Classification Quarterly;Hybrid;2950;2013;;;
1520-5703;Catalysis Reviews;Hybrid;2950;2013;;;
1939-2400;Celebrity Studies;Hybrid;2950;2013;;;
1465-3354;Central Asian Survey;Hybrid;2950;2013;;;
1867-2280;CHANCE;Hybrid;2950;2013;;;
1939-9146;Change: The Magazine of Higher Learning;Hybrid;2950;2013;;;
1469-3585;Changing English;Hybrid;2950;2013;;;
1563-5201;Chemical Engineering Communications;Hybrid;2950;2013;;;
1029-0370;Chemistry and Ecology;Hybrid;2950;2013;;;
1545-228X;Child & Family Behavior Therapy;Hybrid;2950;2013;;;
1545-2298;Child & Youth Services;Hybrid;2950;2013;;;
1476-489X;Child Care in Practice;Hybrid;2950;2013;;;
1744-4136;Child Neuropsychology;Hybrid;2950;2013;;;
1473-3277;Children's Geographies;Hybrid;2950;2013;;;
1532-6888;Children's Health Care;Hybrid;2950;2013;;;
1753-8971;China Economic Journal;Hybrid;2950;2013;;;
2169-7213;China Journal of Accounting Studies;Hybrid;2950;2013;;;
1752-5101;China Journal of Social Work;Hybrid;2950;2013;;;
1754-4769;Chinese Journal of Communication;Hybrid;2950;2013;;;
2325-4262;Chinese Journal of Population Resources and Environment;Hybrid;2950;2013;;;
1539-4107;Christian Higher Education;Hybrid;2950;2013;;;
1469-3593;Citizenship Studies;Hybrid;2950;2013;;;
1470-3629;City;Hybrid;2950;2013;;;
1029-0249;Civil Engineering and Environmental Systems;Hybrid;2950;2013;;;
1743-968X;Civil Wars;Hybrid;2950;2013;;;
1946-3022;Classroom Discourse;Hybrid;2950;2013;;;
1756-5537;Climate and Development;Hybrid;2950;2013;;;
1752-7457;Climate Policy;Hybrid;2950;2013;;;
1545-2301;Clinical Gerontologist;Hybrid;2950;2013;;;
1752-1890;Coaching: An International Journal of Theory, Research and Practice;Hybrid;2950;2013;;;
1521-0421;Coastal Management;Hybrid;2950;2013;;;
1745-3755;CoDesign;Hybrid;2950;2013;;;
2325-6214;Coevolution;Open Access;See Instructions for Authors;2013;;;
1464-0600;Cognition & Emotion;Hybrid;2950;2013;;;
1532-690X;Cognition and Instruction;Hybrid;2950;2013;;;
1651-2316;Cognitive Behaviour Therapy;Hybrid;2950;2013;;;
1464-0619;Cognitive Neuropsychiatry;Hybrid;2950;2013;;;
1464-0627;Cognitive Neuropsychology;Hybrid;2950;2013;;;
1758-8936;Cognitive Neuroscience;Hybrid;2950;2013;;;
1743-7962;Cold War History;Hybrid;2950;2013;;;
1545-2549;Collection Management;Hybrid;2950;2013;;;
1545-2530;College & Undergraduate Libraries;Hybrid;2950;2013;;;
1930-8299;College Teaching;Hybrid;2950;2013;;;
1466-1802;Colonial Latin American Review;Hybrid;2950;2013;;;
1563-521X;Combustion Science and Technology;Hybrid;2950;2013;;;
1741-3559;Combustion Theory and Modelling;Hybrid;2950;2013;;;
1548-9574;Comments on Inorganic Chemistry;Hybrid;2950;2013;;;
1743-9094;Commonwealth & Comparative Politics;Hybrid;2950;2013;;;
1750-5976;Commonwealth Law Bulletin;Hybrid;2950;2013;;;
1479-4233;Communication and Critical/Cultural Studies;Hybrid;2950;2013;;;
1532-6896;Communication Booknotes Quarterly;Hybrid;2950;2013;;;
1479-5795;Communication Education;Hybrid;2950;2013;;;
1532-6926;Communication Law and Policy;Hybrid;2950;2013;;;
1931-2466;Communication Methods and Measures;Hybrid;2950;2013;;;
1479-5787;Communication Monographs;Hybrid;2950;2013;;;
1746-4102;Communication Quarterly;Hybrid;2950;2013;;;
1745-1043;Communication Reports;Hybrid;2950;2013;;;
1746-4099;Communication Research Reports;Hybrid;2950;2013;;;
1745-1035;Communication Studies;Hybrid;2950;2013;;;
1740-4630;Communication Teacher;Hybrid;2950;2013;;;
1532-4125;Communications in Algebra;Hybrid;2950;2013;;;
1532-4133;Communications in Partial Differential Equations;Hybrid;2950;2013;;;
1532-2416;Communications in Soil Science and Plant Analysis;Hybrid;2950;2013;;;
1532-4141;Communications in Statistics - Simulation and Computation;Hybrid;2950;2013;;;
1532-415X;Communications in Statistics - Theory and Methods;Hybrid;2950;2013;;;
1545-2522;Community & Junior College Libraries;Hybrid;2950;2013;;;
1521-0413;Community College Journal of Research and Practice;Hybrid;2950;2013;;;
1944-7485;Community Development;Hybrid;2950;2013;;;
1469-3615;Community, Work & Family;Hybrid;2950;2013;;;
1360-0486;Comparative Education;Hybrid;2950;2013;;;
1521-0448;Comparative Strategy;Hybrid;2950;2013;;;
1469-3623;Compare: A Journal of Comparative and International Education;Hybrid;2950;2013;;;
2164-232X;Complex Metals;Open Access;See Instructions for Authors;2013;;;
1747-6941;Complex Variables and Elliptic Equations;Hybrid;2950;2013;;;
1568-5543;Composite Interfaces;Hybrid;2950;2013;;;
2326-2397;Compost Science & Utilization;Hybrid;2950;2013;;;
1744-3210;Computer Assisted Language Learning;Hybrid;2950;2013;;;
1476-8259;Computer Methods in Biomechanics and Biomedical Engineering;Hybrid;2950;2013;;;
2168-1171;Computer Methods in Biomechanics and Biomedical Engineering: Imaging & Visualization;Hybrid;2950;2013;;;
1744-5175;Computer Science Education;Hybrid;2950;2013;;;
1686-4360;Computer-Aided Design and Applications;Hybrid;2957;2013;;;
1528-7033;Computers in the Schools;Hybrid;2950;2013;;;
1478-1174;Conflict, Security & Development;Hybrid;2950;2013;;;
1360-0494;Connection Science;Hybrid;2950;2013;;;
1466-433X;Construction Management and Economics;Hybrid;2950;2013;;;
1477-223X;Consumption Markets & Culture;Hybrid;2950;2013;;;
1755-0920;Contemporary Arab Affairs;Hybrid;2950;2013;;;
1743-7997;Contemporary British History;Hybrid;2950;2013;;;
1476-7953;Contemporary Buddhism;Hybrid;2950;2013;;;
1740-9306;Contemporary French and Francophone Studies;Hybrid;2950;2013;;;
2324-8831;Contemporary Italian Politics;Hybrid;2950;2013;;;
1477-2248;Contemporary Justice Review;Hybrid;2950;2013;;;
1477-2256;Contemporary Music Review;Hybrid;2950;2013;;;
1469-3631;Contemporary Politics;Hybrid;2950;2013;;;
1743-8764;Contemporary Security Policy;Hybrid;2950;2013;;;
2158-205X;Contemporary Social Science;Hybrid;2950;2013;;;
1469-364X;Contemporary South Asia;Hybrid;2950;2013;;;
1477-2264;Contemporary Theatre Review;Hybrid;2950;2013;;;
1469-3666;Continuum;Hybrid;2950;2013;;;
1746-1405;Counselling and Psychotherapy Research;Hybrid;2950;2013;;;
1469-3674;Counselling Psychology Quarterly;Hybrid;2950;2013;;;
1532-6934;Creativity Research Journal;Hybrid;2950;2013;;;
1937-5948;Criminal Justice Ethics;Hybrid;2950;2013;;;
1934-6220;Criminal Justice Matters;Hybrid;2950;2013;;;
1478-6028;Criminal Justice Studies;Hybrid;2950;2013;;;
2040-7211;Critical African Studies;Hybrid;2950;2013;;;
1992-6049;Critical Arts;Hybrid;2950;2013;;;
1472-6033;Critical Asian Studies;Hybrid;2950;2013;;;
1740-5912;Critical Discourse Studies;Hybrid;2950;2013;;;
2326-411X;Critical Interventions;Hybrid;2950;2013;;;
1946-018X;Critical Policy Studies;Hybrid;2950;2013;;;
1469-3682;Critical Public Health;Hybrid;2950;2013;;;
1933-8007;Critical Review;Hybrid;2950;2013;;;
1743-8772;Critical Review of International Social and Political Philosophy;Hybrid;2950;2013;;;
1547-6510;Critical Reviews in Analytical Chemistry;Hybrid;2950;2013;;;
1547-6537;Critical Reviews in Environmental Science and Technology;Hybrid;2950;2013;;;
1549-7852;Critical Reviews in Food Science and Nutrition;Hybrid;2950;2013;;;
1549-7836;Critical Reviews in Plant Sciences;Hybrid;2950;2013;;;
1547-6561;Critical Reviews in Solid State and Materials Sciences;Hybrid;2950;2013;;;
1750-8495;Critical Studies in Education;Hybrid;2950;2013;;;
1479-5809;Critical Studies in Media Communication;Hybrid;2950;2013;;;
2162-4909;Critical Studies on Security;Hybrid;2950;2013;;;
1753-9161;Critical Studies on Terrorism;Hybrid;2950;2013;;;
1748-8605;Critique;Hybrid;2950;2013;;;
1939-9138;Critique: Studies in Contemporary Fiction;Hybrid;2950;2013;;;
1558-1586;Cryptologia;Hybrid;2950;2013;;;
1466-4348;Cultural Studies;Hybrid;2950;2013;;;
1469-3690;Cultural Trends;Hybrid;2950;2013;;;
1477-2760;Culture and Organization;Hybrid;2950;2013;;;
1475-5629;Culture and Religion;Hybrid;2950;2013;;;
1464-5351;Culture, Health & Sexuality;Hybrid;2950;2013;;;
1473-5776;Culture, Theory and Critique;Hybrid;2950;2013;;;
;Current;Hybrid;2950;2013;;;
1747-7506;Current Issues in Language Planning;Hybrid;2950;2013;;;
1747-7603;Current Issues in Tourism;Hybrid;2950;2013;;;
2159-9130;Current Writing: Text and Reception in Southern Africa;Hybrid;2950;2013;;;
1469-3704;Curriculum Journal;Hybrid;2950;2013;;;
1087-6553;Cybernetics and Systems;Hybrid;2950;2013;;;
1947-6345;CyTA - Journal of Food;Hybrid;2950;2013;;;
1532-4257;Dance Chronicle;Hybrid;2950;2013;;;
2166-2290;Danish Journal of Archaeology;Hybrid;2950;2013;;;
1091-7683;Death Studies;Hybrid;2950;2013;;;
1469-3712;Debatte: Journal of Contemporary Central and Eastern Europe;Hybrid;2950;2013;;;
1476-8267;Defence and Peace Economics;Hybrid;2950;2013;;;
1743-9698;Defence Studies;Hybrid;2950;2013;;;
1475-1801;Defense & Security Analysis;Hybrid;2950;2013;;;
1555-5860;Democracy and Security;Hybrid;2950;2013;;;
1743-890X;Democratization;Hybrid;2950;2013;;;
1944-3986;Desalination and Water Treatment;Hybrid;2950;2013;;;
1568-5551;Designed Monomers and Polymers;Hybrid;2950;2013;;;
1364-9213;Development in Practice;Hybrid;2950;2013;;;
1470-3637;Development Southern Africa;Hybrid;2950;2013;;;
2166-5095;Development Studies Research. An Open Access Journal;Open Access;See Instructions for Authors;2013;;;
1532-6942;Developmental Neuropsychology;Hybrid;2950;2013;;;
1521-0456;Deviant Behavior;Hybrid;2950;2013;;;
0976-3457;Diaspora Studies;Hybrid;2950;2013;;;
1559-5706;Diaspora, Indigenous, and Minority Education;Hybrid;2950;2013;;;
2159-8347;Diatom Research;Hybrid;2950;2013;;;
1744-3806;Digital Creativity;Hybrid;2950;2013;;;
2167-082X;Digital Journalism;Hybrid;2950;2013;;;
1557-301X;Diplomacy & Statecraft;Hybrid;2950;2013;;;
1360-0508;Disability & Society;Hybrid;2950;2013;;;
1532-6950;Discourse Processes;Hybrid;2950;2013;;;
1469-3739;Discourse: Studies in the Cultural Politics of Education;Hybrid;2950;2013;;;
2166-8604;disP - The Planning Review;Hybrid;2950;2013;;;
1475-0198;Distance Education;Hybrid;2950;2013;;;
2159-9149;Distinktion: Scandinavian Journal of Social Theory;Hybrid;2950;2013;;;
2157-1430;Dramatherapy;Hybrid;2950;2013;;;
1532-2300;Drying Technology;Hybrid;2950;2013;;;
1468-9375;Dynamical Systems;Hybrid;2950;2013;;;
1746-7594;Dynamics of Asymmetric Conflict;Hybrid;2950;2013;;;
1476-8275;Early Child Development and Care;Hybrid;2950;2013;;;
1556-6935;Early Education & Development;Hybrid;2950;2013;;;
1746-0662;Early Popular Visual Culture;Hybrid;2950;2013;;;
1472-4421;Early Years;Hybrid;2950;2013;;;
1743-971X;East European Jewish Affairs;Hybrid;2950;2013;;;
2159-9173;East European Politics;Hybrid;2950;2013;;;
1532-530X;Eating Disorders;Hybrid;2950;2013;;;
1532-6969;Ecological Psychology;Hybrid;2950;2013;;;
1543-5237;Ecology of Food and Nutrition;Hybrid;2950;2013;;;
1532-4168;Econometric Reviews;Hybrid;2950;2013;;;
1469-5758;Economic Systems Research;Hybrid;2950;2013;;;
1476-8364;Economics of Innovation and New Technology;Hybrid;2950;2013;;;
1469-5766;Economy and Society;Hybrid;2950;2013;;;
1936-1009;EDPACS;Hybrid;2950;2013;;;
1475-7575;Education 3-13;Hybrid;2950;2013;;;
1469-5782;Education Economics;Hybrid;2950;2013;;;
1747-5074;Educational Action Research;Hybrid;2950;2013;;;
1532-6977;Educational Assessment;Hybrid;2950;2013;;;
1521-0472;Educational Gerontology;Hybrid;2950;2013;;;
1467-5838;Educational Management Abstracts;Hybrid;2950;2013;;;
1469-5790;Educational Media International;Hybrid;2950;2013;;;
1469-5812;Educational Philosophy and Theory;Hybrid;2950;2013;;;
1532-6985;Educational Psychologist;Hybrid;2950;2013;;;
1469-5820;Educational Psychology;Hybrid;2950;2013;;;
1469-5839;Educational Psychology in Practice;Hybrid;2950;2013;;;
1469-5847;Educational Research;Hybrid;2950;2013;;;
;Educational Research Abstracts Online;Hybrid;2950;2013;;;
1744-4187;Educational Research and Evaluation;Hybrid;2950;2013;;;
1465-3397;Educational Review;Hybrid;2950;2013;;;
1467-5846;Educational Technology Abstracts;Hybrid;2950;2013;;;
1941-5540;Effective Education;Hybrid;2950;2013;;;
1532-5016;Electric Power Components and Systems;Hybrid;2950;2013;;;
1532-527X;Electromagnetics;Hybrid;2950;2013;;;
1741-2692;Emotional and Behavioural Difficulties;Hybrid;2950;2013;;;
1556-7230;Energy Sources, Part A: Recovery, Utilization, and  Environmental Effects;Hybrid;2950;2013;;;
1556-7257;Energy Sources, Part B:  Economics, Planning, and Policy;Hybrid;2950;2013;;;
2331-7000;Energy Technology & Policy ;Open Access;See Instructions for Authors;2013;;;
1029-0273;Engineering Optimization;Hybrid;2950;2013;;;
2157-3735;Engineering Project Organization Journal;Hybrid;2950;2013;;;
2029-8838;Engineering Structures and Technologies;Hybrid;2950;2013;;;
1940-8374;Engineering Studies;Hybrid;2950;2013;;;
1744-4217;English Studies;Hybrid;2950;2013;;;
1751-7583;Enterprise Information Systems;Hybrid;2950;2013;;;
1464-5114;Entrepreneurship & Regional Development;Hybrid;2950;2013;;;
1547-657X;Environmental Claims Journal;Hybrid;2950;2013;;;
1752-4040;Environmental Communication: A Journal of Nature and Culture;Hybrid;2950;2013;;;
1469-5871;Environmental Education Research;Hybrid;2950;2013;;;
1527-5930;Environmental Forensics;Hybrid;2950;2013;;;
1878-0059;Environmental Hazards;Hybrid;2950;2013;;;
1743-8934;Environmental Politics;Hybrid;2950;2013;;;
1479-487X;Environmental Technology;Hybrid;2950;2013;;;
2162-2523;Environmental Technology Reviews;Hybrid;2950;2013;;;
1547-3457;Equity & Excellence in Education;Hybrid;2950;2013;;;
1366-5847;Ergonomics;Hybrid;2950;2013;;;
1532-7019;Ethics & Behavior;Hybrid;2950;2013;;;
1744-9650;Ethics and Education;Hybrid;2950;2013;;;
1749-6543;Ethics and Social Welfare;Hybrid;2950;2013;;;
2155-0093;Ethics, Policy & Environment;Hybrid;2950;2013;;;
1466-4356;Ethnic and Racial Studies;Hybrid;2950;2013;;;
1465-3419;Ethnicity & Health;Hybrid;2950;2013;;;
1745-7831;Ethnography and Education;Hybrid;2950;2013;;;
1741-1920;Ethnomusicology Forum;Hybrid;2950;2013;;;
1744-9065;Ethnopolitics;Hybrid;2950;2013;;;
1469-588X;Ethnos;Hybrid;2950;2013;;;
1828-7131;Ethology Ecology & Evolution;Hybrid;2950;2013;;;
1938-2863;Eurasian Geography and Economics;Hybrid;2950;2013;;;
1468-4497;European Accounting Review;Hybrid;2950;2013;;;
1752-1807;European Early Childhood Education Research Journal;Hybrid;2950;2013;;;
1958-5829;European Journal of Computational Mechanics;Hybrid;2950;2013;;;
2325-4815;European Journal of Cultural and Political Sociology;Hybrid;2950;2013;;;
1740-5610;European Journal of Developmental Psychology;Hybrid;2950;2013;;;
1469-5898;European Journal of Engineering Education;Hybrid;2950;2013;;;
1744-4233;European Journal of English Studies;Hybrid;2950;2013;;;
2116-7214;European Journal of Environmental and Civil Engineering;Hybrid;2950;2013;;;
2156-8243;European Journal of Higher Education;Hybrid;2950;2013;;;
1469-4433;European Journal of Phycology;Hybrid;2950;2013;;;
1469-5901;European Journal of Psychotherapy & Counselling;Hybrid;2950;2013;;;
1468-2664;European Journal of Social Work;Hybrid;2950;2013;;;
1469-591X;European Journal of Special Needs Education;Hybrid;2950;2013;;;
1536-7290;European Journal of Sport Science;Hybrid;2950;2013;;;
1469-5928;European Journal of Teacher Education;Hybrid;2950;2013;;;
1464-0643;European Journal of Work and Organizational Psychology;Hybrid;2950;2013;;;
1469-5944;European Planning Studies;Hybrid;2950;2013;;;
1469-8293;European Review of History: Revue europeenne d'histoire;Hybrid;2950;2013;;;
1479-277X;European Review of Social Psychology;Hybrid;2950;2013;;;
1740-4657;European Romantic Review;Hybrid;2950;2013;;;
1746-1545;European Security;Hybrid;2950;2013;;;
1469-8307;European Societies;Hybrid;2950;2013;;;
1746-031X;European Sport Management Quarterly;Hybrid;2950;2013;;;
1465-3427;Europe-Asia Studies;Hybrid;2950;2013;;;
1748-9547;Evidence-Based Communication Assessment and Intervention;Hybrid;2950;2013;;;
1532-7035;Exceptionality;Hybrid;2950;2013;;;
1096-4657;Experimental Aging Research;Hybrid;2950;2013;;;
1521-0480;Experimental Heat Transfer;Hybrid;2950;2013;;;
1944-950X;Experimental Mathematics;Hybrid;2950;2013;;;
2164-4756;Fabrications: The Journal of the Society of Architectural Historians, Australia and New Zealand;Hybrid;2950;2013;;;
1942-4639;Family Science;Hybrid;2950;2013;;;
2160-486X;Fat Studies;Hybrid;2950;2013;;;
2164-1862;Fatigue: Biomedicine, Health & Behavior;Hybrid;2950;2013;;;
1466-4372;Feminist Economics;Hybrid;2950;2013;;;
1471-5902;Feminist Media Studies;Hybrid;2950;2013;;;
1563-5112;Ferroelectrics;Hybrid;2950;2013;;;
1563-5228;Ferroelectrics Letters Section;Hybrid;2950;2013;;;
1096-4681;Fiber and Integrated Optics;Hybrid;2950;2013;;;
2168-9733;First Amendment Studies;Hybrid;2950;2013;;;
1947-5039;First World War Studies;Hybrid;2950;2013;;;
1548-8446;Fisheries;Hybrid;2950;2013;;;
1469-8315;Folklore;Hybrid;2950;2013;;;
1944-0057;Food Additives & Contaminants: Part A;Hybrid;2950;2013;;;
1939-3229;Food Additives and Contaminants: Part B;Hybrid;2950;2013;;;
1465-3443;Food and Agricultural Immunology;Hybrid;2950;2013;;;
1542-3484;Food and Foodways;Hybrid;2950;2013;;;
1532-4249;Food Biotechnology;Hybrid;2950;2013;;;
2164-8298;Food Economics;Hybrid;2950;2013;;;
1525-6103;Food Reviews International;Hybrid;2950;2013;;;
1942-4299;Footwear Science;Hybrid;2950;2013;;;
1940-9036;Forensic Science Policy & Management: An International Journal;Hybrid;2950;2013;;;
2158-0715;Forest Science and Technology;Hybrid;2950;2013;;;
2164-3075;Forests, Trees and Livelihoods;Hybrid;2950;2013;;;
1891-1765;Forum for Development Studies;Hybrid;2950;2013;;;
1874-6381;Forum for Social Economics;Hybrid;2950;2013;;;
2155-3777;Frontiers in Life Science;Hybrid;2950;2013;;;
1536-4046;Fullerenes, Nanotubes and Carbon Nanostructures;Hybrid;2950;2013;;;
1364-9221;Gender & Development;Hybrid;2950;2013;;;
1360-0516;Gender and Education;Hybrid;2950;2013;;;
1360-0524;Gender, Place & Culture;Hybrid;2950;2013;;;
1752-0762;Geocarto International;Hybrid;2950;2013;;;
2029-7009;Geodesy and Cartography;Hybrid;2950;2013;;;
1778-3593;Geodinamica Acta;Hybrid;2950;2013;;;
1903-2471;Geografisk Tidsskrift-Danish Journal of Geography;Hybrid;2950;2013;;;
1947-5713;Geomatics, Natural Hazards and Risk;Hybrid;2950;2013;;;
1748-6033;Geomechanics and Geoengineering;Hybrid;2950;2013;;;
1521-0529;Geomicrobiology Journal;Hybrid;2950;2013;;;
1029-0419;Geophysical & Astrophysical Fluid Dynamics;Hybrid;2950;2013;;;
1557-3028;Geopolitics;Hybrid;2950;2013;;;
1749-9526;Georisk: Assessment and Management of Risk for Engineered Systems and Geohazards;Hybrid;2950;2013;;;
1993-5153;Geo-spatial Information Science;Hybrid;2950;2013;;;
2166-3394;Geosystem Engineering;Hybrid;2950;2013;;;
1743-8993;German Politics;Hybrid;2950;2013;;;
1545-3847;Gerontology & Geriatrics Education;Hybrid;2950;2013;;;
2000-0863;GFF;Hybrid;2950;2013;;;
1943-7226;GIScience & Remote Sensing;Hybrid;2950;2013;;;
1478-1166;Global Change, Peace & Security;Hybrid;2950;2013;;;
1744-0580;Global Crime;Hybrid;2950;2013;;;
2043-7897;Global Discourse;Hybrid;2950;2013;;;
1744-3873;Global Economic Review;Hybrid;2950;2013;;;
1744-1706;Global Public Health;Hybrid;2950;2013;;;
1469-798X;Global Society;Hybrid;2950;2013;;;
1476-7732;Globalisation, Societies and Education;Hybrid;2950;2013;;;
1474-774X;Globalizations;Hybrid;2950;2013;;;
1651-2049;Grana;Hybrid;2950;2013;;;
1751-7192;Green Chemistry Letters and Reviews;Open Access;See Instructions for Authors;2013;;;
2168-1414;Green Letters;Hybrid;2950;2013;;;
2043-0787;Greenhouse Gas Measurement and Management;Hybrid;2950;2013;;;
1096-4665;Health Care for Women International;Hybrid;2950;2013;;;
1532-7027;Health Communication;Hybrid;2950;2013;;;
1545-0864;Health Marketing Quarterly;Hybrid;2950;2013;;;
2164-2850;Health Psychology and Behavioral Medicine: an Open Access Journal;Open Access;See Instructions for Authors;2013;;;
1743-7202;Health Psychology Review;Hybrid;2950;2013;;;
1469-8331;Health, Risk & Society;Hybrid;2950;2013;;;
1521-0537;Heat Transfer Engineering;Hybrid;2950;2013;;;
1469-834X;High Ability Studies;Hybrid;2950;2013;;;
1477-2299;High Pressure Research;Hybrid;2950;2013;;;
1469-8366;Higher Education Research & Development;Hybrid;2950;2013;;;
1029-2381;Historical Biology;Hybrid;2950;2013;;;
1465-3451;Historical Journal of Film, Radio and Television;Hybrid;2950;2013;;;
1940-1906;Historical Methods: A Journal of Quantitative and Interdisciplinary History;Hybrid;2950;2013;;;
1477-2612;History and Anthropology;Hybrid;2950;2013;;;
1464-5149;History and Philosophy of Logic;Hybrid;2950;2013;;;
1477-2620;History and Technology;Hybrid;2950;2013;;;
1464-5130;History of Education;Hybrid;2950;2013;;;
1873-541X;History of European Ideas;Hybrid;2950;2013;;;
2150-7295;History of Photography;Hybrid;2950;2013;;;
1930-8280;History: Reviews of New Books;Hybrid;2950;2013;;;
2326-3733;HKIE Transactions;Hybrid;2950;2013;;;
1545-0856;Home Health Care Services Quarterly;Hybrid;2950;2013;;;
1939-9278;Hospital Topics;Hybrid;2950;2013;;;
2152-050X;Housing Policy Debate;Hybrid;2950;2013;;;
1466-1810;Housing Studies;Hybrid;2950;2013;;;
1651-2278;Housing, Theory and Society;Hybrid;2950;2013;;;
1096-4649;Howard Journal of Communications;Hybrid;2950;2013;;;
1549-7860;Human and Ecological Risk Assessment: An International Journal;Hybrid;2950;2013;;;
1533-158X;Human Dimensions of Wildlife;Hybrid;2950;2013;;;
1532-7043;Human Performance;Hybrid;2950;2013;;;
1469-8374;Human Resource Development International;Hybrid;2950;2013;;;
1532-7051;Human–Computer Interaction;Hybrid;2950;2013;;;
2150-3435;Hydrological Sciences Journal;Hybrid;2950;2013;;;
1741-8720;Ibsen Studies;Hybrid;2950;2013;;;
1563-5236;Ichnos;Hybrid;2950;2013;;;
1547-3384;Identities;Hybrid;2950;2013;;;
1532-706X;Identity;Hybrid;2950;2013;;;
1545-8830;IIE Transactions;Hybrid;2950;2013;;;
1948-8319;IIE Transactions on Healthcare Systems Engineering;Hybrid;2950;2013;;;
2157-7331;IIE Transactions on Occupational Ergonomics and Human Factors;Hybrid;2950;2013;;;
1479-7801;Imago Mundi;Hybrid;2950;2013;;;
1744-0521;Immigrants & Minorities;Hybrid;2950;2013;;;
1471-5465;Impact Assessment and Project Appraisal;Hybrid;2950;2013;;;
1557-3036;India Review;Hybrid;2950;2013;;;
1469-8382;Indonesia and the Malay World;Hybrid;2950;2013;;;
1469-8390;Industry and Innovation;Hybrid;2950;2013;;;
1745-8943;Infant Observation;Hybrid;2950;2013;;;
1469-8404;Information & Communications Technology Law;Hybrid;2950;2013;;;
1939-3547;Information Security Journal: A Global Perspective;Hybrid;2950;2013;;;
1934-8703;Information Systems Management;Hybrid;2950;2013;;;
1554-0170;Information Technology for Development;Hybrid;2950;2013;;;
1468-4462;Information, Communication & Society;Hybrid;2950;2013;;;
2157-9318;Innovation and Development;Hybrid;2950;2013;;;
1750-1237;Innovation in Language Learning and Teaching;Hybrid;2950;2013;;;
1469-8412;Innovation: The European Journal of Social Science Research;Hybrid;2950;2013;;;
1470-3300;Innovations in Education and Teaching International;Hybrid;2950;2013;;;
1502-3923;Inquiry;Hybrid;2950;2013;;;
1525-6030;Instrumentation Science & Technology;Hybrid;2950;2013;;;
1476-8291;Integral Transforms and Special Functions;Hybrid;2950;2013;;;
1607-8489;Integrated Ferroelectrics;Hybrid;2950;2013;;;
1749-6985;Intellectual History Review;Hybrid;2950;2013;;;
1743-9019;Intelligence and National Security;Hybrid;2950;2013;;;
2326-005X;Intelligent Automation & Soft Computing;Hybrid;2950;2013;;;
1756-6932;Intelligent Buildings International;Hybrid;2950;2013;;;
1744-5191;Interactive Learning Environments;Hybrid;2950;2013;;;
1469-8447;Inter-Asia Cultural Studies;Hybrid;2950;2013;;;
1469-8439;Intercultural Education;Hybrid;2950;2013;;;
2325-8047;International Affairs Forum;Hybrid;2950;2013;;;
2159-8312;International Critical Thought;Hybrid;2950;2013;;;
1743-517X;International Economic Journal;Hybrid;2950;2013;;;
1468-4470;International Feminist Journal of Politics;Hybrid;2950;2013;;;
1651-2324;International Forum of Psychoanalysis;Hybrid;2950;2013;;;
1479-4276;International Gambling Studies;Hybrid;2950;2013;;;
1938-2839;International Geology Review;Hybrid;2950;2013;;;
1547-7444;International Interactions;Hybrid;2950;2013;;;
1470-1324;International Journal for Academic Development;Hybrid;2950;2013;;;
1550-2295;International Journal for Computational Methods in Engineering Science and Mechanics;Hybrid;2950;2013;;;
1532-7582;International Journal for the Psychology of Religion;Hybrid;2950;2013;;;
1747-0234;International journal for the Study of the Christian Church;Hybrid;2950;2013;;;
1945-3892;International Journal of Acarology;Hybrid;2950;2013;;;
2164-4527;International Journal of Adolescence and Youth;Open Access;See Instructions for Authors;2013;;;
1747-762X;International Journal of Agricultural Sustainability;Hybrid;2950;2013;;;
2162-8246;International Journal of Ambient Energy;Hybrid;2950;2013;;;
1558-3066;International Journal of Architectural Heritage;Hybrid;2950;2013;;;
1745-4840;International Journal of Art Therapy;Hybrid;2950;2013;;;
1747-7522;International Journal of Bilingual Education and Bilingualism;Hybrid;2950;2013;;;
2151-3740;International Journal of Biodiversity Science, Ecosystem Services & Management;Hybrid;2950;2013;;;
