issn;journal_title;oa_mode;apc;year
2321-5410;Asia Pacific Media Educator;Hybrid;1500;2013
1816-5370;Asian Cardiovascular & Thoracic Annals;Hybrid;3000;2013
0973-0621;Asian Journal of Management Cases;Hybrid;1500;2013
1552-3489;Assessment;Hybrid;3000;2013
1440-1665;Australasian Psychiatry;Hybrid;3000;2013
1837-9273;Australian and New Zealand Journal of Criminology;Hybrid;1500;2013
1440-1614;Australian and New Zealand Journal of Psychiatry;Hybrid;3000;2013
1327-2020;Australian Journal of Management;Hybrid;1500;2013
1461-7005;Autism;Hybrid;1500;2013
1552-4167;Behavior Modification;Hybrid;3000;2013
2051-6789;Bible Translator, The;Hybrid;1500;2013
1945-7596;Biblical Theology Bulletin;Hybrid;1500;2013
1552-4175;Biological Research For Nursing;Hybrid;3000;2013
0976-352X;Bioscope: South Asian Screen Studies;Hybrid;1500;2013
2070-2779;BMS: Bulletin of Sociological Methodology/Bulletin de Méthodologie Sociologique;Hybrid;1500;2013
1460-3632;Body & Society;Hybrid;1500;2013
1753-4305;British Journal of Diabetes & Vascular Disease, The;Hybrid;3000;2013
2049-4645;British Journal of Pain;Hybrid;3000;2013
1744-5809;British Journal of Visual Impairment;Hybrid;3000;2013
1741-2668;British Journalism Review;Hybrid;1500;2013
1477-0849;Building Services Engineering Research and Technology;Hybrid;3000;2013
1552-4183;Bulletin of Science, Technology & Society;Hybrid;1500;2013
1938-3282;Bulletin of the Atomic Scientists;Hybrid;1500;2013
1552-4205;Business & Society;Hybrid;1500;2013
1080-5699;Business Communication Quarterly;Hybrid;1500;2013
1741-6450;Business Information Review;Hybrid;1500;2013
1191-9828;Canadian Journal of Occupational Therapy;Hybrid;3000;2013
2154-3984;Canadian Journal of School Psychology;Hybrid;1500;2013
1913-701X;Canadian Pharmacists Journal;Hybrid;3000;2013
2041-0980;Capital & Class;Hybrid;1500;2013
1947-6043;Cartilage;Hybrid;3000;2013
1468-2982;Cephalalgia;Hybrid;3000;2013
1477-0865;Child Language Teaching and Therapy;Hybrid;1500;2013
1552-6119;Child Maltreatment;Hybrid;1500;2013
1461-7013;Childhood;Hybrid;1500;2013
1741-590X;China Information;Hybrid;1500;2013
0973-063X;China Report;Hybrid;1500;2013
1745-9206;Chronic Illness;Hybrid;3000;2013
1479-9731;Chronic Respiratory Disease;Hybrid;3000;2013
1530-812X;Clin-Alert;Hybrid;3000;2013
1938-2723;Clinical and Applied Thrombosis/Hemostasis;Hybrid;3000;2013
1552-3802;Clinical Case Studies;Hybrid;3000;2013
1461-7021;Clinical Child Psychology and Psychiatry;Hybrid;1500;2013
2169-5202;Clinical EEG and Neuroscience;Hybrid;3000;2013
1758-101X;Clinical Ethics;Hybrid;3000;2013
1552-3799;Clinical Nursing Research;Hybrid;3000;2013
1938-2707;Clinical Pediatrics;Hybrid;3000;2013
2160-7648;Clinical Pharmacology in Drug Development;Hybrid;3000;2013
2167-7034;Clinical Psychological Science;Hybrid;3000;2013
1477-0873;Clinical Rehabilitation;Hybrid;3000;2013
1758-1028;Clinical Risk;Hybrid;3000;2013
1740-7753;Clinical Trials;Hybrid;3000;2013
1940-2473;Clothing and Textiles Research Journal;Hybrid;3000;2013
2167-4809;Communication and Sport;Hybrid;1500;2013
1552-3810;Communication Research;Hybrid;1500;2013
1940-2325;Community College Review;Hybrid;1500;2013
1552-3829;Comparative Political Studies;Hybrid;1500;2013
1552-3837;Compensation & Benefits Review;Hybrid;1500;2013
1531-2003;Concurrent Engineering;Hybrid;3000;2013
1549-9219;Conflict Management and Peace Science;Hybrid;1500;2013
2249-5320;Contemporary Education Dialogue;Hybrid;1500;2013
0094-3061;Contemporary Sociology: A Journal of Reviews;Hybrid;1500;2013
1536-5042;Contexts;Hybrid;1500;2013
0973-0648;Contributions to Indian Sociology;Hybrid;1500;2013
1748-7382;Convergence;Hybrid;1500;2013
1460-3691;Cooperation and Conflict;Hybrid;1500;2013
1938-9663;Cornell Hospitality Quarterly;Hybrid;1500;2013
2150-1378;Counseling Outcome Research and Evaluation;Hybrid;1500;2013
1552-3861;Counseling Psychologist, The;Hybrid;3000;2013
1552-387X;Crime & Delinquency;Hybrid;1500;2013
1741-6604;Crime, Media, Culture;Hybrid;1500;2013
1552-3594;Criminal Justice and Behavior;Hybrid;1500;2013
1552-3586;Criminal Justice Policy Review;Hybrid;1500;2013
1556-3839;Criminal Justice Review;Hybrid;1500;2013
1748-8966;Criminology & Criminal Justice;Hybrid;1500;2013
2050-3040;Critical Research in Religion;Hybrid;1500;2013
1569-1632;Critical Sociology;Hybrid;1500;2013
1460-3721;Critique of Anthropology;Hybrid;1500;2013
1552-3578;Cross-Cultural Research;Hybrid;1500;2013
1461-7048;Cultural Dynamics;Hybrid;1500;2013
1477-0881;Cultural Geographies;Hybrid;1500;2013
1552-356X;Cultural Studies <=> Critical Methodologies;Hybrid;1500;2013
1461-7056;Culture & Psychology;Hybrid;1500;2013
1467-8721;Current Directions in Psychological Science;Hybrid;3000;2013
1461-7064;Current Sociology;Hybrid;1500;2013
1745-5200;Currents in Biblical Research;Hybrid;1500;2013
1741-2684;Dementia;Hybrid;3000;2013
1752-8984;Diabetes and Vascular Disease Research;Hybrid;3000;2013
1554-6063;Diabetes Educator, The;Hybrid;3000;2013
2043-8214;Dialogues in Human Geography;Hybrid;1500;2013
1467-7695;Diogenes;Hybrid;1500;2013
1750-4821;Discourse & Communication;Hybrid;1500;2013
1460-3624;Discourse & Society;Hybrid;1500;2013
1461-7080;Discourse Studies;Hybrid;1500;2013
0092-8615;Drug Information Journal;Hybrid;3000;2013
1461-7099;Economic and Industrial Democracy;Hybrid;1500;2013
1838-2673;Economic and Labour Relations Review, The;Hybrid;1500;2013
1552-3543;Economic Development Quarterly;Hybrid;1500;2013
1552-3535;Education and Urban Society;Hybrid;1500;2013
1746-1987;Education Citizenship and Social Justice;Hybrid;1500;2013
1552-3519;Educational Administration Quarterly;Hybrid;1500;2013
1552-3888;Educational and Psychological Measurement;Hybrid;1500;2013
1935-1062;Educational Evaluation and Policy Analysis;Hybrid;1000;2013
1741-1440;Educational Management Administration & Leadership;Hybrid;1500;2013
1552-3896;Educational Policy;Hybrid;1500;2013
1935-102X;Educational Researcher;Hybrid;1000;2013
1931-244X;Electronic News;Hybrid;1500;2013
2167-6984;Emerging Adulthood;Hybrid;1500;2013
1754-0747;Emotion Review;Hybrid;1500;2013
1552-390X;Environment and Behavior;Hybrid;1500;2013
1746-0301;Environment and Urbanization;Hybrid;1500;2013
0976-3546;Environment and Urbanization Asia;Hybrid;1500;2013
2169-5083;Ergonomics in Design: The Quarterly of Human Factors Applications;Hybrid;3000;2013
1741-2706;Ethnicities;Hybrid;1500;2013
1741-2714;Ethnography;Hybrid;1500;2013
2048-8734;European Heart Journal: Acute Cardiovascular Care;Hybrid;3000;2013
1873-1953;European Journal of Cardiovascular Nursing;Hybrid;3000;2013
1460-3705;European Journal of Communication;Hybrid;1500;2013
1741-2609;European Journal of Criminology;Hybrid;1500;2013
1460-3551;European Journal of Cultural Studies;Hybrid;1500;2013
1461-7129;European Journal of Industrial Relations;Hybrid;1500;2013
1460-3713;European Journal of International Relations;Hybrid;1500;2013
1741-2730;European Journal of Political Theory;Hybrid;1500;2013
2047-4881;European Journal of Preventive Cardiology;Hybrid;3000;2013
1461-7137;European Journal of Social Theory;Hybrid;1500;2013
1461-7420;European Journal of Women's Studies;Hybrid;1500;2013
1741-2749;European Physical Education Review;Hybrid;1500;2013
1741-2757;European Union Politics;Hybrid;1500;2013
1461-7145;European Urban and Regional Studies;Hybrid;1500;2013
1461-7153;Evaluation;Hybrid;1500;2013
1552-3918;Evaluation & the Health Professions;Hybrid;3000;2013
1552-3926;Evaluation Review;Hybrid;1500;2013
1535-3699;Experimental Biology and Medicine;Hybrid;3000;2013
1745-5308;Expository Times;Hybrid;1500;2013
1741-6248;Family Business Review;Hybrid;1500;2013
1552-3950;Family Journal, The;Hybrid;1500;2013
1461-7161;Feminism & Psychology;Hybrid;1500;2013
1557-086X;Feminist Criminology;Hybrid;1500;2013
1741-2773;Feminist Theory;Hybrid;1500;2013
1552-3969;Field Methods;Hybrid;1500;2013
1740-2344;First Language;Hybrid;1500;2013
1532-1738;Food Science and Technology International;Hybrid;3000;2013
1944-7876;Foot & Ankle International;Hybrid;3000;2013
1938-7636;Foot and Ankle Specialist;Hybrid;3000;2013
0971-7633;Foreign Trade Review;Hybrid;1500;2013
2168-989X;Forum Italicum;Hybrid;1500;2013
1740-2352;French Cultural Studies;Hybrid;1500;2013
1555-4139;Games and Culture;Hybrid;1500;2013
1552-3977;Gender & Society;Hybrid;1500;2013
0973-0656;Gender, Technology and Development;Hybrid;1500;2013
1947-6027;Genes & Cancer;Hybrid;3000;2013
2151-4593;Geriatric Orthopaedic Surgery & Rehabilitation;Hybrid;3000;2013
1934-9041;Gifted Child Quarterly;Hybrid;1500;2013
2162-951X;Gifted Child Today;Hybrid;1500;2013
2047-9077;Gifted Education International;Hybrid;1500;2013
0973-0664;Global Business Review;Hybrid;1500;2013
1757-9767;Global Health Promotion;Hybrid;3000;2013
0975-2730;Global Journal of Emerging Market Economies;Hybrid;1500;2013
1742-7673;Global Media and Communication;Hybrid;1500;2013
1741-2803;Global Social Policy;Hybrid;1500;2013
1552-3993;Group & Organization Management;Hybrid;1500;2013
1461-7188;Group Processes & Intergroup Relations;Hybrid;1500;2013
1758-9991;Hand Therapy;Hybrid;3000;2013
1552-6127;Health Education & Behavior;Hybrid;3000;2013
1748-8176;Health Education Journal;Hybrid;3000;2013
1741-2811;Health Informatics Journal;Hybrid;3000;2013
1552-6372;Health Promotion Practice;Hybrid;3000;2013
1758-1044;Health Services Management Research;Hybrid;3000;2013
1461-7196;Health: An Interdisciplinary Journal;Hybrid;3000;2013
1361-6412;High Performance Polymers;Hybrid;3000;2013
1552-6364;Hispanic Journal of Behavioral Sciences;Hybrid;1500;2013
2249-5312;History and Sociology of South Asia;Hybrid;1500;2013
1740-2360;History of Psychiatry;Hybrid;1500;2013
1461-720X;History of the Human Sciences;Hybrid;1500;2013
1477-0911;Holocene, The;Hybrid;1500;2013
1552-6739;Home Health Care Management & Practice;Hybrid;3000;2013
1552-6720;Homicide Studies;Hybrid;1500;2013
1477-0903;Human and Experimental Toxicology;Hybrid;3000;2013
1547-8181;Human Factors;Hybrid;3000;2013
1757-4242;Human Genomics and Proteomics;Open Access;;2013
1552-6712;Human Resource Development Review;Hybrid;1500;2013
2372-9708;Humanity & Society;Hybrid;1500;2013
1941-4072;ICAN: Infant, Child, & Adolescent Nutrition;Hybrid;3000;2013
1944-4524;ICU Director;Hybrid;3000;2013
1745-2651;IFLA Journal;Hybrid;1500;2013
2321-029X;IIM Kozhikode Society & Management Review;Hybrid;1500;2013
1475-7583;Improving Schools;Hybrid;1500;2013
0975-2684;India Quarterly: A Journal of International Affairs;Hybrid;1500;2013
0973-0893;Indian Economic and Social History Review;Hybrid;1500;2013
0975-5977;Indian Historical Review, The;Hybrid;1500;2013
0973-0672;Indian Journal of Gender Studies;Hybrid;1500;2013
1423-0070;Indoor and Built Environment;Hybrid;3000;2013
1741-6469;Information Development;Hybrid;1500;2013
1473-8724;Information Visualization;Hybrid;1500;2013
1753-4267;Innate Immunity;Hybrid;3000;2013
1552-695X;Integrative Cancer Therapies;Hybrid;3000;2013
2049-1123;International Area Studies Review;Hybrid;1500;2013
1748-0493;International Communication Gazette;Hybrid;1500;2013
1556-3855;International Criminal Justice Review;Hybrid;1500;2013
1464-0651;International Journal of Behavioral Development;Hybrid;3000;2013
1756-6878;International Journal of Bilingualism;Hybrid;1500;2013
2053-4353;International Journal of Care Pathways;Hybrid;3000;2013
1745-2554;International Journal of Comparative Sociology;Hybrid;1500;2013
1741-2838;International Journal of Cross Cultural Management;Hybrid;1500;2013
1460-356X;International Journal of Cultural Studies;Hybrid;1500;2013
1530-7921;International Journal of Damage Mechanics;Hybrid;3000;2013
2047-9468;International Journal of Discrimination And The Law;Hybrid;1500;2013
2041-3149;International Journal of Engine Research;Hybrid;3000;2013
1741-2846;International Journal of High Performance Computing Applications;Hybrid;3000;2013
1552-6941;International Journal of Lower Extremity Wounds, The;Hybrid;3000;2013
1744-795X;International Journal of Music Education;Hybrid;1500;2013
1552-6933;International Journal of Offender Therapy and Comparative Criminology;Hybrid;1500;2013
1940-1620;International Journal of Press/Politics, The;Hybrid;1500;2013
1741-3176;International Journal of Robotics Research;Hybrid;3000;2013
0973-0680;International Journal of Rural Management;Hybrid;1500;2013
1741-2854;International Journal of Social Psychiatry;Hybrid;1500;2013
1758-1052;International Journal of STD & AIDS;Hybrid;3000;2013
1940-2465;International Journal of Surgical Pathology;Hybrid;3000;2013
1092-874X;International Journal of Toxicology;Hybrid;3000;2013
1460-373X;International Political Science Review/ Revue internationale de science politique;Hybrid;1500;2013
1552-6925;International Regional Science Review;Hybrid;1500;2013
1741-2862;International Relations;Hybrid;1500;2013
1461-7226;International Review of Administrative Sciences;Hybrid;1500;2013
2047-9433;International Review of Victimology;Hybrid;1500;2013
1741-2870;International Small Business Journal;Hybrid;1500;2013
1461-7242;International Sociology;Hybrid;1500;2013
0973-0702;International Studies;Hybrid;1500;2013
2159-340X;Interpretation;Hybrid;1500;2013
1752-4989;Irish Theological Quarterly;Hybrid;1500;2013
1548-5129;JDMS: The Journal of Defense Modeling & Simulation;Hybrid;3000;2013
2321-0311;Jindal Journal of Business Research;Hybrid;1500;2013
2162-9501;Journal for the Education of the Gifted;Hybrid;1500;2013
1745-5294;Journal for the Study of the New Testament;Hybrid;1500;2013
1476-6728;Journal for the Study of the Old Testament;Hybrid;1500;2013
1745-5286;Journal for the Study of the Pseudepigrapha;Hybrid;1500;2013
2160-4061;Journal of Accounting, Auditing & Finance;Hybrid;1500;2013
1552-6895;Journal of Adolescent Research;Hybrid;3000;2013
2162-9536;Journal of Advanced Academics;Hybrid;1500;2013
1552-6887;Journal of Aging and Health;Hybrid;3000;2013
1552-4523;Journal of Applied Gerontology;Hybrid;3000;2013
1937-0245;Journal of Applied Social Science;Hybrid;1500;2013
1745-2538;Journal of Asian and African Studies;Hybrid;1500;2013
2150-1300;Journal of Asthma & Allergy Educators;Hybrid;3000;2013
1557-1246;Journal of Attention Disorders;Hybrid;3000;2013
1530-8030;Journal of Bioactive and Compatible Polymers;Hybrid;3000;2013
1552-4531;Journal of Biological Rhythms;Hybrid;3000;2013
1530-8022;Journal of Biomaterials Applications;Hybrid;3000;2013
1552-454X;Journal of Biomolecular Screening;Hybrid;3000;2013
1552-4558;Journal of Black Psychology;Hybrid;3000;2013
1552-4566;Journal of Black Studies;Hybrid;1500;2013
1744-2583;Journal of Building Physics;Hybrid;3000;2013
1552-4574;Journal of Business and Technical Communication;Hybrid;1500;2013
0021-9436;Journal of Business Communication;Hybrid;1500;2013
1940-4034;Journal of Cardiovascular Pharmacology and Therapeutics;Hybrid;3000;2013
1552-4590;Journal of Career Assessment;Hybrid;1500;2013
1556-0856;Journal of Career Development;Hybrid;1500;2013
1555-4589;Journal of Cases in Educational Leadership;Hybrid;1500;2013
1530-7999;Journal of Cellular Plastics;Hybrid;3000;2013
1741-2889;Journal of Child Health Care;Hybrid;3000;2013
1708-8283;Journal of Child Neurology;Hybrid;3000;2013
1741-2897;Journal of Classical Sociology;Hybrid;1500;2013
2051-4166;Journal of Clinical Urology;Hybrid;3000;2013
2169-5032;Journal of Cognitive Engineering and Decision Making;Hybrid;3000;2013
1741-6442;Journal of Commonwealth Literature, The;Hybrid;1500;2013
1552-4612;Journal of Communication Inquiry;Hybrid;1500;2013
1530-793X;Journal of Composite Materials;Hybrid;3000;2013
1552-8766;Journal of Conflict Resolution;Hybrid;1500;2013
1741-2900;Journal of Consumer Culture;Hybrid;1500;2013
1552-5406;Journal of Contemporary Criminal Justice;Hybrid;1500;2013
1552-5414;Journal of Contemporary Ethnography;Hybrid;1500;2013
1940-5200;Journal of Correctional Health Care;Hybrid;3000;2013
0973-2594;Journal of Creative Communications;Hybrid;1500;2013
1552-5422;Journal of Cross-Cultural Psychology;Hybrid;1500;2013
1758-7360;Journal of Dental Biomechanics;Open Access;;2013
1745-2546;Journal of Developing Societies;Hybrid;1500;2013
1552-5430;Journal of Diagnostic Medical Sonography;Hybrid;3000;2013
1945-1369;Journal of Drug Issues;Hybrid;3000;2013
1552-5449;Journal of Early Adolescence, The;Hybrid;3000;2013
1741-2919;Journal of Early Childhood Literacy;Hybrid;1500;2013
1741-2927;Journal of Early Childhood Research;Hybrid;1500;2013
2154-3992;Journal of Early Intervention;Hybrid;1500;2013
0973-4074;Journal of Education for Sustainable Development;Hybrid;1500;2013
1935-1054;Journal of Educational and Behavioral Statistics;Hybrid;1000;2013
1530-8006;Journal of Elastomers and Plastics;Hybrid;3000;2013
0973-0710;Journal of Emerging Market Finance;Hybrid;1500;2013
1552-5457;Journal of English Linguistics;Hybrid;1500;2013
0973-0745;Journal of Entrepreneurship;Hybrid;1500;2013
1552-5465;Journal of Environment & Development, The;Hybrid;1500;2013
1461-7269;Journal of European Social Policy;Hybrid;1500;2013
